Date,Last Price,High Price,Low Price,Open Price
12/4/2015,209.62,209.97,205.93,206.08
12/3/2015,205.61,209.15,204.7511,208.83
12/2/2015,208.529,211,208.23,210.615
12/1/2015,210.68,210.82,209.11,209.44
11/30/2015,208.69,209.89,208.56,209.75
11/27/2015,209.56,209.8,208.86,209.43
11/25/2015,209.32,209.74,209.01,209.5
11/24/2015,209.35,209.83,207.41,207.87
11/23/2015,209.07,209.98,208.52,209.38
11/20/2015,209.3108,210.12,208.86,209.45
11/19/2015,208.55,209.05,208.2,208.59
11/18/2015,208.73,208.9,205.99,206.04
11/17/2015,205.47,207.04,204.88,205.99
11/16/2015,205.62,205.69,202.18,202.32
11/13/2015,202.54,204.67,202.435,204.35
11/12/2015,204.84,207.06,204.82,206.5
11/11/2015,207.74,208.94,207.66,208.88
11/10/2015,208.56,208.6,207.19,207.51
11/9/2015,208.08,209.49,206.95,209.31
11/6/2015,210.04,210.32,208.46,209.74
11/5/2015,210.15,210.98,209.09,210.43
11/4/2015,210.36,211.5,209.7201,211.35
11/3/2015,211,211.66,209.7,209.97
11/2/2015,210.39,210.62,208.17,208.32
10/30/2015,207.93,209.44,207.74,209.06
10/29/2015,208.83,209.27,208.21,208.35
10/28/2015,208.95,208.98,206.21,207
10/27/2015,206.6,207,205.79,206.2
10/26/2015,207,207.37,206.56,207.3
10/23/2015,207.51,207.95,206.3,207.25
10/22/2015,205.26,205.51,201.85,202.98
10/21/2015,201.85,203.79,201.65,203.61
10/20/2015,203.09,203.84,202.5471,202.85
10/19/2015,203.37,203.37,202.13,202.5
10/16/2015,203.27,203.29,201.92,202.83
10/15/2015,202.35,202.36,199.64,200.08
10/14/2015,199.29,200.87,198.94,200.18
10/13/2015,200.25,202.16,200.05,200.65
10/12/2015,201.52,201.76,200.91,201.42
10/9/2015,201.33,201.9,200.58,201.38
10/8/2015,201.21,201.55,198.59,198.95
10/7/2015,199.41,199.825,197.48,198.9
10/6/2015,197.79,198.98,197,198.31
10/5/2015,198.47,198.74,196.33,196.46
10/2/2015,195,195.03,189.12,189.77
10/1/2015,192.13,192.49,189.82,192.08
9/30/2015,191.63,191.825,189.44,190.37
9/29/2015,188.12,189.74,186.93,188.27
9/28/2015,188.01,191.91,187.64,191.78
9/25/2015,192.85,195,191.81,194.64
9/24/2015,192.9,193.45,190.56,192.15
9/23/2015,193.6,194.67,192.91,194.11
9/22/2015,193.91,194.46,192.56,193.88
9/21/2015,196.46,197.68,195.21,196.44
9/18/2015,195.45,198.6844,194.96,195.71
9/17/2015,199.73,202.89,199.28,200.02
9/16/2015,200.18,200.41,198.41,198.82
9/15/2015,198.46,198.99,195.9612,196.61
9/14/2015,196.01,197.01,195.43,196.95
9/11/2015,196.74,196.82,194.53,195.375
9/10/2015,195.85,197.22,194.25,194.56
9/9/2015,194.79,199.47,194.35,199.32
9/8/2015,197.43,197.61,195.17,195.94
9/4/2015,192.59,193.86,191.61,192.85
9/3/2015,195.55,198.05,194.96,196.26
9/2/2015,195.41,195.46,192.42,194.62
9/1/2015,191.77,194.77,190.73,193.12
8/31/2015,197.67,199.125,197.01,198.11
8/28/2015,199.28,199.835,197.92,198.5
8/27/2015,199.27,199.42,195.21,197.02
8/26/2015,194.46,194.79,188.37,192.08
8/25/2015,187.27,195.45,186.92,195.43
8/24/2015,189.5,197.4772,182.4,187.49
8/21/2015,197.83,203.9404,197.52,201.73
8/20/2015,203.97,208.2865,203.9,206.51
8/19/2015,208.32,210.01,207.35,209.09
8/18/2015,209.98,210.68,209.699,210.26
8/17/2015,210.59,210.59,208.16,208.71
8/14/2015,209.42,209.5087,208.26,208.43
8/13/2015,208.66,209.55,208.01,208.73
8/12/2015,208.92,209.14,205.36,207.11
8/11/2015,208.67,209.47,207.76,208.97
8/10/2015,210.57,210.67,209.28,209.28
8/7/2015,207.95,208.34,206.87,208.16
8/6/2015,208.35,210.415,207.65,210.29
8/5/2015,210.07,211.31,209.73,210.45
8/4/2015,209.38,210.2483,208.8,209.7
8/3/2015,209.79,210.53,208.65,210.46
7/31/2015,210.5,211.45,210.16,211.42
7/30/2015,210.82,211.02,209.42,210.16
7/29/2015,210.77,211.04,209.31,209.48
7/28/2015,209.33,209.5,206.8,207.79
7/27/2015,206.79,207.55,206.26,206.94
7/24/2015,208,210.37,207.6,210.3
7/23/2015,210.18,211.65,209.75,211.53
7/22/2015,211.37,211.77,210.89,210.93
7/21/2015,211.75,212.74,211.39,212.43
7/20/2015,212.59,213.18,212.21,212.75
7/17/2015,212.48,212.55,211.8,212.29
7/16/2015,212.3,212.3,211.58,211.87
7/15/2015,210.61,211.28,210.04,210.73
7/14/2015,210.68,211.05,209.65,209.72
7/13/2015,209.77,209.9,208.94,208.99
7/10/2015,207.48,207.98,204.9517,207.29
7/9/2015,204.9,207.35,204.77,207.04
7/8/2015,204.53,206.7645,204.25,206.42
7/7/2015,208.02,208.17,204.11,206.96
7/6/2015,206.72,207.65,205.53,205.77
7/2/2015,207.31,208.27,206.81,208.07
7/1/2015,207.5,208.03,206.56,207.73
6/30/2015,205.85,207.32,205.28,207.26
6/29/2015,205.42,209.828,205.33,208.045
6/26/2015,209.82,210.58,209.16,210.29
6/25/2015,209.86,211.25,209.77,211.1
6/24/2015,210.5,212.17,210.47,211.72
6/23/2015,212.04,212.44,211.57,212.14
6/22/2015,211.89,212.59,211.64,211.905
6/19/2015,210.81,211.55,210.36,211.46
6/18/2015,212.78,213.34,210.6315,211.31
6/17/2015,210.59,211.32,209.36,210.59
6/16/2015,210.25,210.35,208.72,208.93
6/15/2015,209.11,209.45,207.79,208.64
6/12/2015,210.01,211.482,209.68,210.64
6/11/2015,211.63,212.09,211.2,211.48
6/10/2015,210.95,211.41,209.2987,209.37
6/9/2015,208.45,209.1,207.69,208.45
6/8/2015,208.48,209.82,208.39,209.64
6/5/2015,209.77,210.58,208.98,209.95
6/4/2015,210.1292,211.859,209.75,211.07
6/3/2015,211.92,212.67,211.3301,212
6/2/2015,211.36,212.19,210.27,211.02
6/1/2015,211.57,212.34,210.62,211.94
5/29/2015,211.14,212.43,210.82,212.38
5/28/2015,212.46,212.59,211.63,212.33
5/27/2015,212.7,212.98,210.7612,211.25
5/26/2015,210.7,212.9089,210.2,212.4
5/22/2015,212.99,213.54,212.91,213.04
5/21/2015,213.5,213.75,212.51,212.71
5/20/2015,212.88,213.78,212.504,213.15
5/19/2015,213.03,213.57,212.69,213.24
5/18/2015,213.1,213.4,212.16,212.24
5/15/2015,212.44,212.61,211.86,212.44
5/14/2015,212.21,212.32,210.91,211.24
5/13/2015,210.02,211.22,209.74,210.47
5/12/2015,209.98,210.63,208.62,209.61
5/11/2015,210.605,211.89,210.52,211.57
5/8/2015,211.62,211.86,210.78,210.88
5/7/2015,208.87,209.38,207.52,207.92
5/6/2015,208.04,209.93,206.76,209.56
5/5/2015,208.9,211.46,208.73,211.03
5/4/2015,211.32,212.02,211.1,211.23
5/1/2015,210.72,210.77,209.28,209.4
4/30/2015,208.46,210.35,207.62,209.88
4/29/2015,210.57,211.29,209.6,210.37
4/28/2015,211.44,211.5,209.3301,210.74
4/27/2015,210.77,212.48,210.54,212.33
4/24/2015,211.6499,211.97,211.11,211.66
4/23/2015,211.16,211.94,210.01,210.15
4/22/2015,210.63,210.85,208.9,210.01
4/21/2015,209.6,210.86,209.24,210.67
4/20/2015,209.85,210.25,208.96,209.06
4/17/2015,207.95,209.23,207.01,208.94
4/16/2015,210.37,210.98,209.7928,210.03
4/15/2015,210.43,211.04,209.95,210.05
4/14/2015,209.49,209.71,208.1,208.85
4/13/2015,209.09,210.63,209.03,209.87
4/10/2015,210.04,210.09,208.96,209.2
4/9/2015,208.9,209.18,207.19,207.78
4/8/2015,207.975,208.51,207.08,207.55
4/7/2015,207.28,208.76,207.24,207.855
4/6/2015,207.83,208.45,205.21,205.37
4/2/2015,206.435,206.98,205.4,205.62
4/1/2015,205.7,206.42,204.51,206.39
3/31/2015,206.43,208.1,206.36,207.26
3/30/2015,208.25,208.61,206.96,206.98
3/27/2015,205.74,205.95,204.9,205.13
3/26/2015,205.27,206.37,204.12,204.96
3/25/2015,205.76,209.35,205.71,209.07
3/24/2015,208.82,210.4,208.74,209.85
3/23/2015,210,211.11,210,210.42
3/20/2015,210.41,211.02,209.4903,209.71
3/19/2015,209.5,210.4697,209.03,209.96
3/18/2015,210.46,211.27,206.62,207.39
3/17/2015,207.96,208.42,206.98,207.69
3/16/2015,208.58,208.69,205.8641,206.71
3/13/2015,205.8272,207.9338,204.58,206.77
3/12/2015,207.1,207.175,205.2,205.26
3/11/2015,204.5,205.5,204.4,205.29
3/10/2015,204.98,206.81,204.93,206.71
3/9/2015,208.36,208.79,207.5459,207.74
3/6/2015,207.5,209.94,207.1,209.42
3/5/2015,210.46,210.8,209.85,210.62
3/4/2015,210.2301,210.49,209.06,210.4
3/3/2015,211.12,212.054,210.08,211.47
3/2/2015,211.99,212.06,210.72,210.78
2/27/2015,210.66,211.58,210.6,211.26
2/26/2015,211.38,211.71,210.65,211.52
2/25/2015,211.63,212.24,211.22,211.66
2/24/2015,211.81,212.05,210.76,211.12
2/23/2015,211.209,211.21,210.48,210.94
2/20/2015,211.239,211.33,208.73,209.48
2/19/2015,209.98,210.42,209.24,209.41
2/18/2015,210.13,210.22,209.3401,209.66
2/17/2015,210.11,210.32,209.1,209.4
2/13/2015,209.78,209.84,208.76,209.07
2/12/2015,208.92,208.99,206.9727,207.89
2/11/2015,206.93,207.45,205.83,206.61
2/10/2015,206.81,207.12,204.6801,205.88
2/9/2015,204.63,205.64,204.135,204.77
2/6/2015,205.55,207.24,204.92,206.56
2/5/2015,206.12,206.3,204.77,204.86
2/4/2015,204.06,205.38,203.51,203.92
2/3/2015,204.84,204.85,202.55,203
2/2/2015,201.92,202.03,197.86,200.05
1/30/2015,199.45,202.17,199.13,200.57
1/29/2015,201.9902,202.3,198.68,200.38
1/28/2015,200.14,204.29,199.91,204.17
1/27/2015,202.74,204.12,201.74,202.97
1/26/2015,205.45,205.56,203.85,204.71
1/23/2015,204.97,206.1,204.81,205.79
1/22/2015,206.1,206.26,202.33,203.99
1/21/2015,203.08,203.66,200.94,201.5
1/20/2015,202.055,202.72,200.17,202.4
1/16/2015,201.63,201.82,198.55,198.77
1/15/2015,199.0199,202.01,198.88,201.63
1/14/2015,200.86,201.1,198.57,199.65
1/13/2015,202.08,205.48,200.51,204.12
1/12/2015,202.65,204.6,201.92,204.41
1/9/2015,204.25,206.42,203.51,206.4
1/8/2015,205.9,206.16,203.99,204.01
1/7/2015,202.31,202.72,200.88,201.42
1/6/2015,199.82,202.72,198.855,202.09
1/5/2015,201.72,204.37,201.35,204.17
1/2/2015,205.43,206.88,204.18,206.38
12/31/2014,205.54,208.19,205.39,207.99
12/30/2014,207.6,208.37,207.51,208.21
12/29/2014,208.72,208.97,208.14,208.22
12/26/2014,208.44,208.85,208.25,208.31
12/24/2014,207.77,208.34,207.72,208.02
12/23/2014,207.75,208.23,207.3991,208.17
12/22/2014,207.47,207.47,206.46,206.75
12/19/2014,206.52,207.33,205.6109,206.43
12/18/2014,206.78,212.97,203.92,204.74
12/17/2014,201.79,202.34,198.29,198.44
12/16/2014,197.91,202.395,197.86,198.58
12/15/2014,199.51,202.53,198.78,201.98
12/12/2014,200.89,203.819,200.85,202.64
12/11/2014,204.19,206.19,203.71,203.88
12/10/2014,203.1601,205.98,202.93,205.91
12/9/2014,206.47,206.6,203.91,204.37
12/8/2014,206.61,208.12,205.93,207.52
12/5/2014,208,208.47,207.55,207.87
12/4/2014,207.66,208.265,206.7,207.54
12/3/2014,207.89,208.15,207.1,207.3
12/2/2014,207.085,207.34,205.782,205.81
12/1/2014,205.76,206.54,205.38,206.4
11/28/2014,207.2,207.87,206.91,207.49
11/26/2014,207.64,207.76,207.03,207.29
11/25/2014,207.11,207.79,206.8,207.54
11/24/2014,207.26,207.39,206.91,207.17
11/21/2014,206.68,207.8445,205.98,207.64
11/20/2014,205.58,205.71,204.18,204.26
11/19/2014,205.22,205.55,204.3,205.31
11/18/2014,205.55,205.92,204.44,204.44
11/17/2014,204.37,204.58,203.65,203.85
11/14/2014,204.24,204.49,203.72,204.1
11/13/2014,204.19,204.83,203.21,204.16
11/12/2014,203.96,204.24,203.31,203.35
11/11/2014,204.175,204.31,203.65,204.055
11/10/2014,203.98,204.04,203.13,203.38
11/7/2014,203.34,203.5999,202.61,203.17
11/6/2014,203.15,203.26,201.64,202.39
11/5/2014,202.34,202.59,201.45,202.54
11/4/2014,201.07,201.6,200.06,201.23
11/3/2014,201.77,202.45,201.305,201.92
10/31/2014,201.66,201.82,200.77,201.78
10/30/2014,199.38,199.95,197.4,197.58
10/29/2014,198.11,199.12,196.8,198.55
10/28/2014,198.41,198.42,196.73,196.82
10/27/2014,196.16,196.45,195.03,195.73
10/24/2014,196.43,196.49,194.49,195.25
10/23/2014,194.93,196.2,194.26,194.62
10/22/2014,192.69,194.91,192.61,194.41
10/21/2014,194.07,194.2,191.48,191.68
10/20/2014,190.3,190.45,188.07,188.13
10/17/2014,188.47,189.75,187.62,188.42
10/16/2014,186.27,187.58,182.89,183.06
10/15/2014,186.43,187.694,181.92,185.16
10/14/2014,187.7,189.82,187.04,188.42
10/13/2014,187.4099,191.15,187.3,190.46
10/10/2014,190.54,193.65,190.49,192.69
10/9/2014,192.74,196.6,192.58,196.33
10/8/2014,196.64,196.92,192.36,193.37
10/7/2014,193.26,195.72,193.22,195.28
10/6/2014,196.29,197.6,195.582,197.34
10/3/2014,196.52,196.94,195.08,195.68
10/2/2014,194.38,195.055,192.35,194.18
10/1/2014,194.35,196.77,193.91,196.7
9/30/2014,197.02,198.3,196.61,197.69
9/29/2014,197.54,197.89,196.05,196.2
9/26/2014,197.9,198.39,196.42,196.7
9/25/2014,196.34,199.05,196.27,199.04
9/24/2014,199.56,199.69,197.52,198.04
9/23/2014,198.01,199.26,197.95,198.43
9/22/2014,199.15,200.38,198.73,200.35
9/19/2014,200.7,201.899,200.29,201.52
9/18/2014,201.82,201.85,201.1,201.36
9/17/2014,200.75,201.68,199.75,200.77
9/16/2014,200.48,200.84,198.5,198.61
9/15/2014,198.981,199.32,198.38,199.16
9/12/2014,199.13,200.12,198.56,200.1
9/11/2014,200.3,200.33,199.12,199.27
9/10/2014,200.07,200.2,198.77,199.43
9/9/2014,199.32,200.55,198.91,200.41
9/8/2014,200.59,201.21,200,200.92
9/5/2014,201.11,201.19,199.41,200.17
9/4/2014,200.2101,201.58,199.66,200.84
9/3/2014,200.5,201.41,200.22,201.38
9/2/2014,200.61,200.995,199.86,200.97
8/29/2014,200.71,200.73,199.82,200.45
8/28/2014,200.14,200.27,199.39,199.59
8/27/2014,200.25,200.57,199.94,200.43
8/26/2014,200.33,200.82,200.28,200.33
8/25/2014,200.2,200.5949,199.1502,200.14
8/22/2014,199.19,199.69,198.74,199.34
8/21/2014,199.5,199.76,198.93,199.09
8/20/2014,198.92,199.16,198.08,198.12
8/19/2014,198.39,198.54,197.4426,197.84
8/18/2014,197.36,197.45,196.69,196.8
8/15/2014,195.72,196.65,194.31,196.47
8/14/2014,195.76,195.76,194.98,195.16
8/13/2014,194.84,195.06,193.96,194.29
8/12/2014,193.53,194.15,192.94,193.61
8/11/2014,193.795,194.66,193.71,193.965
8/8/2014,193.24,193.37,190.95,191.46
8/7/2014,191.03,193.13,190.55,192.935
8/6/2014,192.07,192.89,191.08,191.11
8/5/2014,192.01,193.6,191.31,193.1
8/4/2014,193.89,194.3,192.05,192.87
8/1/2014,192.5,193.76,191.57,192.56
7/31/2014,193.09,195.78,192.97,195.61
7/30/2014,196.98,197.91,196.16,197.65
7/29/2014,196.95,198.45,196.92,198.17
7/28/2014,197.8,198.09,196.62,197.76
7/25/2014,197.72,198.26,197.33,198.09
7/24/2014,198.65,199.06,198.45,198.83
7/23/2014,198.64,198.85,198.1,198.495
7/22/2014,198.2,198.56,197.87,198.01
7/21/2014,197.34,197.5,196.43,197.09
7/18/2014,197.7099,197.91,196.24,196.35
7/17/2014,195.71,198.1,195.43,197.35
7/16/2014,197.96,198.26,197.42,198.11
7/15/2014,197.23,198.1,196.36,197.72
7/14/2014,197.6,197.86,197.44,197.61
7/11/2014,196.61,196.75,195.78,196.22
7/10/2014,196.34,196.86,195.06,195.22
7/9/2014,197.12,197.295,196.31,196.73
7/8/2014,196.24,197.22,195.76,197.15
7/7/2014,197.51,197.98,197.22,197.82
7/3/2014,198.2,198.29,197.64,197.79
7/2/2014,197.23,197.48,196.96,197.05
7/1/2014,197.03,197.63,196.13,196.19
6/30/2014,195.72,196.165,195.53,195.7
6/27/2014,195.82,195.88,194.885,194.98
6/26/2014,195.44,195.63,194.13,195.61
6/25/2014,195.58,195.781,194.25,194.25
6/24/2014,194.7,196.5,194.48,195.53
6/23/2014,195.88,196.05,195.52,195.97
6/20/2014,195.94,196.1039,195.7,196.03
6/19/2014,196.48,196.6,195.8,196.43
6/18/2014,196.255,196.37,194.4,194.83
6/17/2014,194.83,194.97,193.81,194.02
6/16/2014,194.29,194.7,193.66,193.89
6/13/2014,194.13,194.32,193.3,193.9
6/12/2014,193.54,194.8,193.11,194.65
6/11/2014,194.92,195.12,194.48,194.9
6/10/2014,195.6,195.64,194.92,195.33
6/9/2014,195.58,196.05,195.17,195.35
6/6/2014,195.375,195.43,194.78,194.87
6/5/2014,194.45,194.65,192.7,193.41
6/4/2014,193.19,193.3,192.265,192.47
6/3/2014,192.8,192.9,192.25,192.4
6/2/2014,192.895,192.99,191.97,192.95
5/30/2014,192.68,192.8,192.03,192.19
5/29/2014,192.37,192.4,191.33,191.82
5/28/2014,191.38,191.82,191.06,191.52
5/27/2014,191.52,191.58,190.95,191.05
5/23/2014,190.35,190.48,189.5858,189.75
5/22/2014,189.59,189.98,188.86,189.18
5/21/2014,189.13,189.22,188.06,188.1
5/20/2014,187.55,188.67,187.07,188.645
5/19/2014,188.74,188.89,187.52,187.69
5/16/2014,188.05,188.13,186.72,187.51
5/15/2014,187.4,188.72,186.48,188.67
5/14/2014,189.06,189.88,188.79,189.79
5/13/2014,189.96,190.42,189.77,190.03
5/12/2014,189.785,189.88,188.75,188.76
5/9/2014,187.96,188.04,186.83,187.69
5/8/2014,187.675,189.05,187.08,187.67
5/7/2014,187.88,187.97,186.01,187.43
5/6/2014,186.78,188.13,186.74,188
5/5/2014,188.42,188.55,186.62,187.14
5/2/2014,188.06,189.14,187.78,188.31
5/1/2014,188.325,188.84,187.73,188.22
4/30/2014,188.31,188.5,187.18,187.44
4/29/2014,187.75,188.04,187.08,187.48
4/28/2014,186.875,187.69,184.96,187.05
4/25/2014,186.29,187.33,185.87,187.21
4/24/2014,187.83,188.39,186.93,188.37
4/23/2014,187.45,187.92,187.3,187.81
4/22/2014,187.89,188.4,187.13,187.23
4/21/2014,187.04,187.1,186.21,186.44
4/17/2014,186.39,186.91,185.56,185.88
4/16/2014,186.125,186.14,184.65,185.47
4/15/2014,184.2,184.33,181.51,183.32
4/14/2014,182.9401,183.37,181.44,182.93
4/11/2014,181.51,183.42,181.31,182.17
4/10/2014,183.155,187.17,182.93,187.09
4/9/2014,187.09,187.15,185.06,185.6
4/8/2014,185.1,185.4,183.59,184.21
4/7/2014,184.34,186.26,183.96,185.9
4/4/2014,186.4,189.7,186.1,189.64
4/3/2014,188.63,189.22,188.05,189.17
4/2/2014,188.88,189.13,188.14,188.5
4/1/2014,188.25,188.36,187.0015,187.62
3/31/2014,187.01,187.3,185.5216,186.65
3/28/2014,185.49,186.42,185,185.105
3/27/2014,184.58,185.34,183.9,184.77
3/26/2014,184.97,187.34,184.92,187.03
3/25/2014,186.31,186.94,185.27,186.37
3/24/2014,185.43,187.07,184.62,186.82
3/21/2014,186.2,189.0239,186.03,187.72
3/20/2014,187.747,187.89,185.92,186.25
3/19/2014,186.66,187.94,185.47,187.7
3/18/2014,187.66,187.91,186.51,186.71
3/17/2014,186.33,186.77,185.51,185.59
3/14/2014,184.66,185.8,184.44,184.8
3/13/2014,185.18,187.99,184.66,187.84
3/12/2014,187.28,187.35,185.9,186.32
3/11/2014,187.23,188.71,186.8,188.44
3/10/2014,188.16,188.23,187.08,187.94
3/7/2014,188.26,188.96,187.43,188.87
3/6/2014,188.18,188.61,187.7796,188.21
3/5/2014,187.75,188.07,187.45,187.72
3/4/2014,187.58,187.98,186.75,186.75
3/3/2014,184.98,185.45,183.75,184.69
2/28/2014,186.29,187.15,185.05,185.79
2/27/2014,185.82,185.87,184.37,184.59
2/26/2014,184.85,185.6,184.33,185.11
2/25/2014,184.84,185.59,184.23,185.03
2/24/2014,184.91,186.15,184.2,184.28
2/21/2014,183.89,184.89,183.8,184.49
2/20/2014,184.1,184.52,182.6,183.27
2/19/2014,183.02,184.95,182.87,183.76
2/18/2014,184.24,184.49,183.65,184.19
2/14/2014,184.02,184.36,182.67,182.84
2/13/2014,183.01,183.2,180.83,180.84
2/12/2014,182.07,182.83,181.705,182.22
2/11/2014,181.98,182.439,180.0389,180.16
2/10/2014,180.01,180.07,179.21,179.7
2/7/2014,179.68,179.87,177.73,178.31
2/6/2014,177.48,177.48,175.2209,175.58
2/5/2014,175.17,175.56,173.71,174.79
2/4/2014,175.385,175.84,174.1055,174.95
2/3/2014,174.17,178.37,173.83,177.95
1/31/2014,178.18,179.29,176.92,177.02
1/30/2014,179.23,179.81,178.26,178.86
1/29/2014,177.35,178.55,176.88,177.56
1/28/2014,179.07,179.3,178.12,178.14
1/27/2014,178.01,179.52,177.12,179.06
1/24/2014,178.89,181.66,178.83,181.6
1/23/2014,182.79,183.4,181.82,183.36
1/22/2014,184.3,184.57,183.91,184.49
1/21/2014,184.18,184.77,183.05,184.7
1/17/2014,183.635,184.45,183.32,184.1
1/16/2014,184.42,184.6618,183.83,184.28
1/15/2014,184.66,184.94,183.7102,184.1
1/14/2014,183.67,183.77,181.95,182.28
1/13/2014,181.685,184.18,181.34,183.71
1/10/2014,184.14,184.22,183.01,183.95
1/9/2014,183.64,184.13,182.795,184.1
1/8/2014,183.52,183.83,182.89,183.45
1/7/2014,183.48,183.79,182.95,183.09
1/6/2014,182.36,183.56,182.08,183.47
1/3/2014,182.885,183.6,182.63,183.21
1/2/2014,182.92,184.07,182.48,183.98
12/31/2013,184.69,184.69,183.93,184.07
12/30/2013,183.82,184.02,183.58,183.87
12/27/2013,183.845,184.18,183.66,184.1
12/26/2013,183.855,183.96,183.32,183.34
12/24/2013,182.93,183.01,182.53,182.54
12/23/2013,182.53,182.64,182.065,182.41
12/20/2013,181.56,181.99,180.5683,180.67
12/19/2013,181.49,181.7,180.71,181.19
12/18/2013,181.7,181.73,177.32,178.92
12/17/2013,178.65,179.41,178.25,179.36
12/16/2013,179.216,179.81,178.9,178.95
12/13/2013,178.11,178.66,177.77,178.5
12/12/2013,178.13,178.86,177.76,178.64
12/11/2013,178.72,180.85,178.5,180.81
12/10/2013,180.75,181.36,180.635,180.98
12/9/2013,181.4,181.67,181.16,181.47
12/6/2013,180.94,181.11,180.15,180.67
12/5/2013,178.94,179.74,178.7701,179.41
12/4/2013,179.73,180.48,178.35,179.1
12/3/2013,179.75,180.39,179.17,179.94
12/2/2013,180.53,181.43,180.25,181.09
11/29/2013,181,181.75,180.8,181.32
11/27/2013,181.12,181.24,180.65,180.87
11/26/2013,180.68,181.22,180.405,180.72
11/25/2013,180.63,181.17,180.37,181.13
11/22/2013,180.81,180.83,179.77,179.98
11/21/2013,179.91,180.05,178.86,178.97
11/20/2013,178.47,179.93,177.98,179.39
11/19/2013,179.03,179.87,178.72,179.33
11/18/2013,179.42,180.5,179.02,180.35
11/15/2013,180.05,180.12,179.33,179.56
11/14/2013,179.27,179.42,178.25,178.54
11/13/2013,178.38,178.4261,176.09,176.09
11/12/2013,176.96,177.36,176.37,176.94
11/11/2013,177.32,177.53,176.91,177.12
11/8/2013,177.29,177.31,174.85,174.87
11/7/2013,174.93,177.64,174.76,177.5
11/6/2013,177.17,177.5,176.54,177.03
11/5/2013,176.27,176.75,175.57,176.14
11/4/2013,176.83,176.9,175.9825,176.69
11/1/2013,176.21,176.61,175.22,176.02
10/31/2013,175.79,176.89,175.53,176.15
10/30/2013,176.29,177.51,175.66,177.38
10/29/2013,177.17,177.24,176.38,176.63
10/28/2013,176.23,176.47,175.7,175.89
10/25/2013,175.95,176,175.17,175.51
10/24/2013,175.15,175.37,174.51,174.92
10/23/2013,174.57,174.89,173.96,174.81
10/22/2013,175.41,175.93,174.4262,174.91
10/21/2013,174.4,174.75,174.01,174.45
10/18/2013,174.388,174.51,173.51,173.86
10/17/2013,173.22,173.32,171.34,171.37
10/16/2013,172.07,172.16,170.635,170.72
10/15/2013,169.7,171.15,169.47,170.51
10/14/2013,170.94,171.08,169.08,169.21
10/11/2013,170.26,170.32,168.77,168.91
10/10/2013,169.17,169.26,167.23,167.29
10/9/2013,165.6,166.2,164.53,165.8
10/8/2013,165.48,167.62,165.36,167.4
10/7/2013,167.43,168.45,167.25,167.42
10/4/2013,168.89,169.06,167.53,167.75
10/3/2013,167.62,168.94,166.84,168.79
10/2/2013,169.18,169.3422,167.83,168.35
10/1/2013,169.34,169.5,167.9671,168.14
9/30/2013,168.01,168.54,167.15,167.48
9/27/2013,168.909,169.14,168.47,168.84
9/26/2013,169.69,170.17,169.05,169.32
9/25/2013,169.04,169.98,168.89,169.64
9/24/2013,169.53,170.53,169.21,169.9
9/23/2013,169.93,170.65,169.39,170.49
9/20/2013,170.72,172.33,170.58,172.33
9/19/2013,172.76,173.6,172.585,173.52
9/18/2013,173.051,173.52,170.58,171.01
9/17/2013,171.07,171.11,170.46,170.46
9/16/2013,170.31,171.24,170.04,171.16
9/13/2013,169.33,169.46,168.74,169.13
9/12/2013,168.95,169.56,168.72,169.34
9/11/2013,169.4,169.4,168.35,168.64
9/10/2013,168.87,168.9,168.26,168.64
9/9/2013,167.634,167.73,166.45,166.45
9/6/2013,166.04,166.98,164.48,166.51
9/5/2013,165.96,166.4,165.73,165.85
9/4/2013,165.75,166.03,164.135,164.43
9/3/2013,164.39,165.58,163.7,165.23
8/30/2013,163.65,164.53,163.17,164.51
8/29/2013,164.17,165.04,163.4,163.55
8/28/2013,163.91,164.49,163.05,163.26
8/27/2013,163.33,166.0024,163.21,164.36
8/26/2013,166,167.3,165.89,166.79
8/23/2013,166.62,166.83,165.77,166.55
8/22/2013,166.06,166.3,164.89,164.9
8/21/2013,164.56,166.03,164.19,165.12
8/20/2013,165.58,166.2,164.86,165.04
8/19/2013,164.77,166.21,164.76,165.64
8/16/2013,165.83,166.63,165.5,166.06
8/15/2013,166.38,167.43,166.09,167.41
8/14/2013,168.74,169.8,168.7,169.53
8/13/2013,169.61,169.9,168.41,169.41
8/12/2013,169.111,169.31,168.38,168.46
8/9/2013,169.31,170.1,168.72,169.58
8/8/2013,169.8,170.18,168.93,169.98
8/7/2013,169.18,169.43,168.55,169.19
8/6/2013,169.73,170.7402,169.35,170.37
8/5/2013,170.7,170.96,170.35,170.57
8/2/2013,170.95,170.9725,170.05,170.28
8/1/2013,170.66,170.81,169.9,169.99
7/31/2013,168.71,169.85,168.49,168.94
7/30/2013,168.588,169.28,168.19,169.1
7/29/2013,168.59,169.06,168.11,168.68
7/26/2013,169.11,169.16,167.52,168.22
7/25/2013,168.93,169.08,167.94,168.22
7/24/2013,168.52,169.86,168.18,169.79
7/23/2013,169.14,169.83,169.05,169.8
7/22/2013,169.5,169.74,169.01,169.41
7/19/2013,169.17,169.23,168.31,168.52
7/18/2013,168.87,169.27,168.2,168.31
7/17/2013,167.9501,168.48,167.73,168.16
7/16/2013,167.525,168.36,167.07,168.26
7/15/2013,168.155,168.39,167.68,167.97
7/12/2013,167.51,167.9332,167.13,167.39
