Date,Last Price,High Price,Low Price,Open Price
10/4/2021,428.64,433.96,426.36,433
10/1/2021,434.24,436.0329,427.23,430.98
9/30/2021,429.14,436.77,428.78,436.02
9/29/2021,434.45,437.04,433.85,435.19
9/28/2021,433.72,440.04,432.94,439.69
9/27/2021,442.64,444.05,441.9,442.81
9/24/2021,443.91,444.67,441.21,441.44
9/23/2021,443.18,444.89,439.6,439.85
9/22/2021,437.86,440.03,433.747,436.05
9/21/2021,433.63,437.91,433.07,436.53
9/20/2021,434.04,436.56,428.86,434.88
9/17/2021,441.4,445.37,441.02,444.92
9/16/2021,447.17,448.36,444.02,447.32
9/15/2021,447.88,448.41,443.44,444.62
9/14/2021,444.17,448.34,443.22,448.12
9/13/2021,446.58,448.92,444.11,448.64
9/10/2021,445.44,451.49,445.31,451.04
9/9/2021,448.98,452.57,448.72,450.7
9/8/2021,450.91,451.67,448.86,450.89
9/7/2021,451.46,452.81,450.7423,452.71
9/3/2021,453.08,453.63,451.55,451.98
9/2/2021,453.19,454.05,451.91,453.32
9/1/2021,451.8,453.11,451.545,452.56
8/31/2021,451.56,452.49,450.92,452.13
8/30/2021,452.23,453.07,450.71,450.97
8/27/2021,450.25,450.65,447.06,447.12
8/26/2021,446.26,448.86,446.16,448.61
8/25/2021,448.91,449.457,447.77,448.17
8/24/2021,447.97,448.54,447.42,447.97
8/23/2021,447.26,448.23,443.4355,445.16
8/20/2021,443.36,443.71,439.71,440.23
8/19/2021,439.86,441.14,436.12,436.27
8/18/2021,439.18,444.625,438.92,442.96
8/17/2021,444.04,444.96,440.85,444.24
8/16/2021,446.97,447.11,442.87,444.53
8/13/2021,445.92,445.94,445.07,445.59
8/12/2021,445.11,445.2572,442.66,443.62
8/11/2021,443.78,443.882,442.62,443.82
8/10/2021,442.68,443.44,441.88,442.61
8/9/2021,442.13,442.795,441.31,442.46
8/6/2021,442.49,442.94,441.8,442.1
8/5/2021,441.76,441.85,439.88,440.22
8/4/2021,438.98,441.1243,438.73,439.78
8/3/2021,441.15,441.28,436.1,438.44
8/2/2021,437.59,440.93,437.21,440.34
7/30/2021,438.51,440.06,437.77,437.91
7/29/2021,440.65,441.8,439.81,439.815
7/28/2021,438.83,440.3,437.31,439.68
7/27/2021,439.01,439.94,435.99,439.91
7/26/2021,441.02,441.03,439.26,439.31
7/23/2021,439.94,440.3,436.79,437.52
7/22/2021,435.46,435.72,433.69,434.74
7/21/2021,434.55,434.7,431.0111,432.34
7/20/2021,431.06,432.42,424.83,425.68
7/19/2021,424.97,431.4089,421.97,426.19
7/16/2021,431.34,436.06,430.92,436.01
7/15/2021,434.75,435.53,432.72,434.81
7/14/2021,436.24,437.92,434.91,437.4
7/13/2021,435.59,437.84,435.31,436.24
7/12/2021,437.08,437.35,434.97,435.43
7/9/2021,435.52,435.84,430.714,432.53
7/8/2021,430.92,431.73,427.52,428.78
7/7/2021,434.46,434.76,431.51,433.66
7/6/2021,432.93,434.01,430.01,433.78
7/2/2021,433.72,434.1,430.5218,431.67
7/1/2021,430.43,430.6,428.8,428.87
6/30/2021,428.06,428.78,427.18,427.21
6/29/2021,427.7,428.56,427.13,427.88
6/28/2021,427.47,427.65,425.89,427.17
6/25/2021,426.61,427.0943,425.55,425.9
6/24/2021,425.1,425.55,424.62,424.89
6/23/2021,422.6,424.05,422.51,423.19
6/22/2021,423.11,424,420.08,420.85
6/21/2021,420.86,421.06,415.93,416.8
6/18/2021,414.92,417.8281,414.7,417.09
6/17/2021,421.97,423.02,419.32,421.67
6/16/2021,422.11,424.87,419.92,424.63
6/15/2021,424.48,425.46,423.54,425.42
6/14/2021,425.26,425.37,423.1,424.43
6/11/2021,424.31,424.43,422.82,424.2
6/10/2021,423.61,424.63,421.55,422.96
6/9/2021,421.65,423.26,421.41,423.18
6/8/2021,422.28,423.21,420.32,423.11
6/7/2021,422.19,422.78,421.19,422.59
6/4/2021,422.6,422.92,418.8422,420.75
6/3/2021,418.77,419.99,416.28,417.85
6/2/2021,420.33,421.23,419.29,420.37
6/1/2021,419.67,422.72,419.2,422.57
5/28/2021,420.04,421.25,419.79,420.97
5/27/2021,419.29,420.72,418.9851,420.17
5/26/2021,419.07,419.61,417.76,418.87
5/25/2021,418.24,420.71,417.62,420.33
5/24/2021,419.17,420.32,417.08,417.34
5/21/2021,414.94,418.2,414.45,416.87
5/20/2021,415.28,416.625,411.67,411.8
5/19/2021,410.86,411.05,405.33,406.92
5/18/2021,411.94,416.06,411.77,415.8
5/17/2021,415.52,416.39,413.36,415.39
5/14/2021,416.58,417.49,413.18,413.21
5/13/2021,410.28,412.35,407.02,407.07
5/12/2021,405.41,412.59,404,411.23
5/11/2021,414.21,415.27,410.06,413.1
5/10/2021,417.94,422.74,417.81,422.5
5/7/2021,422.12,422.815,419.16,419.89
5/6/2021,419.07,419.21,413.675,415.83
5/5/2021,415.75,417.63,414.94,417.38
5/4/2021,415.62,416.6,411.67,416.07
5/3/2021,418.2,419.84,417.665,419.43
4/30/2021,417.3,418.54,416.34,417.63
4/29/2021,420.06,420.72,416.44,420.32
4/28/2021,417.4,419.01,416.9,417.81
4/27/2021,417.52,418.14,416.3,417.93
4/26/2021,417.61,418.22,416.8111,417.44
4/23/2021,416.74,418.25,412.79,412.87
4/22/2021,412.27,416.78,411.13,415.89
4/21/2021,416.07,416.29,411.36,411.51
4/20/2021,412.17,415.0859,410.59,413.91
4/19/2021,415.21,416.74,413.79,416.26
4/16/2021,417.26,417.91,415.73,417.25
4/15/2021,415.87,416.16,413.69,413.74
4/14/2021,411.45,413.96,410.87,412.83
4/13/2021,412.86,413.529,411.12,411.53
4/12/2021,411.64,411.93,410.2,410.85
4/9/2021,411.49,411.67,408.26,408.39
4/8/2021,408.52,408.58,406.93,407.93
4/7/2021,406.59,406.96,405.45,405.94
4/6/2021,406.12,407.24,405.4,405.76
4/5/2021,406.36,406.94,403.38,403.46
4/1/2021,400.61,400.67,398.18,398.4
3/31/2021,396.33,398,395.31,395.34
3/30/2021,394.73,395.45,393.02,394.42
3/29/2021,395.78,396.75,392.81,394.4
3/26/2021,395.98,396.41,390.29,390.93
3/25/2021,389.7,390.55,383.9,385.98
3/24/2021,387.52,392.75,387.47,391
3/23/2021,389.5,393.46,388.66,391.91
3/22/2021,392.59,394.07,389.97,390.03
3/19/2021,389.48,391.569,387.15,389.88
3/18/2021,391.48,396.72,390.75,394.475
3/17/2021,397.26,398.12,393.3,394.53
3/16/2021,395.91,397.83,395.08,397.07
3/15/2021,396.41,396.685,392.03,394.33
3/12/2021,394.06,394.21,391.2,392.07
3/11/2021,393.53,395.65,391.74,392.23
3/10/2021,389.58,391.4,388.1702,389.69
3/9/2021,387.17,389.91,381.7299,385.85
3/8/2021,381.72,387.68,381.42,384.66
3/5/2021,383.63,384.76,372.64,380.46
3/4/2021,376.7,384,371.88,381.22
3/3/2021,381.42,386.83,381.31,385.79
3/2/2021,386.54,390.07,386,389.82
3/1/2021,389.58,390.92,380.572,385.59
2/26/2021,380.36,385.58,378.23,384.35
2/25/2021,382.33,391.88,380.7789,390.41
2/24/2021,391.77,392.23,385.27,386.33
2/23/2021,387.5,388.945,380.2,384.66
2/22/2021,387.03,389.62,386.74,387.06
2/19/2021,390.03,392.38,389.55,392.07
2/18/2021,390.72,391.515,387.74,389.59
2/17/2021,392.39,392.66,389.33,390.42
2/16/2021,392.3,394.17,391.53,393.96
2/12/2021,392.64,392.9,389.77,389.85
2/11/2021,390.71,391.69,388.1,391.24
2/10/2021,390.08,392.28,387.5,392.12
2/9/2021,390.25,390.89,389.17,389.61
2/8/2021,390.51,390.56,388.35,389.27
2/5/2021,387.71,388.47,386.1444,388.2
2/4/2021,386.19,386.24,381.9655,382.96
2/3/2021,381.85,383.7,380.48,382.435
2/2/2021,381.55,383.22,376.3181,379.65
2/1/2021,376.23,377.34,370.376,373.72
1/29/2021,370.07,376.67,368.27,375.63
1/28/2021,377.63,381.93,375.89,376.36
1/27/2021,374.41,380.32,372.01,380.22
1/26/2021,383.79,385.85,383.54,385.41
1/25/2021,384.39,384.77,378.46,383.67
1/22/2021,382.88,384.1256,381.835,382.25
1/21/2021,384.24,384.95,383.25,384.49
1/20/2021,383.89,384.79,380.69,381.11
1/19/2021,378.65,379.23,376.75,378.34
1/15/2021,375.7,377.58,373.7,376.72
1/14/2021,378.46,381.13,378.1,380.59
1/13/2021,379.79,380.86,377.85,378.69
1/12/2021,378.77,379.86,376.36,378.89
1/11/2021,378.69,380.58,377.7189,377.85
1/8/2021,381.26,381.49,377.1,380.59
1/7/2021,379.1,379.9,375.91,376.1
1/6/2021,373.55,376.98,369.12,369.71
1/5/2021,371.33,372.5,368.05,368.1
1/4/2021,368.79,375.45,364.82,375.31
12/31/2020,373.88,374.66,371.232,371.78
12/30/2020,371.99,373.1,371.57,372.34
12/29/2020,371.46,374,370.83,373.81
12/28/2020,372.17,372.59,371.07,371.74
12/24/2020,369,369.03,367.45,368.08
12/23/2020,367.57,369.62,367.2172,368.28
12/22/2020,367.24,368.3317,366.03,368.21
12/21/2020,367.86,378.46,362.03,364.97
12/18/2020,369.18,371.15,367.02,370.97
12/17/2020,372.24,372.46,371.05,371.94
12/16/2020,370.17,371.16,368.8676,369.82
12/15/2020,369.59,369.59,365.92,367.4
12/14/2020,364.66,369.8,364.47,368.64
12/11/2020,366.3,366.7402,363.26,364.9
12/10/2020,366.73,367.86,364.43,365.37
12/9/2020,366.85,371.05,365.95,370.88
12/8/2020,370.17,370.78,367.67,367.72
12/7/2020,369.09,369.62,367.72,369.02
12/4/2020,369.85,369.85,367.22,367.32
12/3/2020,366.69,368.19,365.5,366.68
12/2/2020,366.79,366.96,364.2,364.82
12/1/2020,366.02,367.68,364.93,365.57
11/30/2020,362.06,363.12,359.17,362.83
11/27/2020,363.67,364.18,362.58,363.84
11/25/2020,362.66,363.16,361.48,363.13
11/24/2020,363.22,363.81,359.29,360.21
11/23/2020,357.46,358.82,354.865,357.28
11/20/2020,355.33,357.72,355.25,357.5
11/19/2020,357.78,358.18,354.15,355.6
11/18/2020,356.28,361.5,356.24,360.91
11/17/2020,360.62,361.92,358.34,359.97
11/16/2020,362.57,362.78,359.59,360.98
11/13/2020,358.1,358.9,354.71,355.27
11/12/2020,353.21,356.7182,351.26,355.58
11/11/2020,356.67,357.56,355.06,356.4
11/10/2020,354.04,355.18,350.51,353.49
11/9/2020,354.56,364.38,354.06,363.97
11/6/2020,350.16,351.51,347.65,349.93
11/5/2020,350.24,352.19,348.86,349.24
11/4/2020,343.54,347.94,339.59,340.86
11/3/2020,336.03,338.25,330.2935,333.69
11/2/2020,330.2,332.36,327.24,330.2
10/30/2020,326.54,329.69,322.6,328.28
10/29/2020,329.98,333.395,325.09,326.91
10/28/2020,326.66,338.2483,326.13,332.1
10/27/2020,338.22,340.12,337.99,339.76
10/26/2020,339.39,342.98,335.62,342.13
10/23/2020,345.78,345.99,343.13,345.93
10/22/2020,344.61,345.24,340.65,342.96
10/21/2020,342.73,348.6847,342.4,343.33
10/20/2020,343.38,346.88,342.64,343.46
10/19/2020,342.01,349.33,341.04,348.65
10/16/2020,347.29,350.75,347.1,348.96
10/15/2020,347.5,348.02,343.13,343.71
10/14/2020,347.93,351.93,347.14,350.75
10/13/2020,350.13,352.4651,349.09,352.28
10/12/2020,352.43,354.02,349.06,349.59
10/9/2020,346.85,347.35,344.89,345.56
10/8/2020,343.78,343.85,341.86,342.85
10/7/2020,340.76,341.63,338.09,338.12
10/6/2020,334.93,342.17,334.38,339.91
10/5/2020,339.76,339.96,336.01,336.06
10/2/2020,333.84,337.0126,331.19,331.7
10/1/2020,337.04,338.74,335.01,337.69
9/30/2020,334.89,338.29,332.88,333.09
9/29/2020,332.37,334.77,331.6209,333.97
9/28/2020,334.19,334.96,332.15,333.22
9/25/2020,328.73,329.58,321.64,322.58
9/24/2020,323.5,326.797,319.8,321.22
9/23/2020,322.64,331.2,322.1,330.9
9/22/2020,330.3,330.9,325.86,328.57
9/21/2020,326.97,327.13,321.73,325.7
9/18/2020,330.65,335.49,327.97,335.37
9/17/2020,335.84,337.6996,332.991,333.56
9/16/2020,338.82,343.06,338.52,341.51
9/15/2020,340.17,342.02,338.4683,341.12
9/14/2020,338.46,340.38,334.2208,337.49
9/11/2020,334.06,336.97,331,335.82
9/10/2020,333.89,342.53,332.85,341.82
9/9/2020,339.79,342.46,336.61,337.55
9/8/2020,333.21,342.64,332.88,336.71
9/4/2020,342.57,347.83,334.87,346.13
9/3/2020,345.39,356.38,342.59,355.87
9/2/2020,357.7,358.75,353.43,354.67
9/1/2020,352.6,352.71,349.24,350.21
8/31/2020,349.31,351.3,349.06,350.35
8/28/2020,350.58,350.72,348.15,349.44
8/27/2020,348.33,349.9,346.53,348.51
8/26/2020,347.57,347.86,344.17,344.76
8/25/2020,344.12,344.21,342.27,343.53
8/24/2020,342.92,343,339.4504,342.12
8/21/2020,339.48,339.72,337.55,337.92
8/20/2020,338.28,338.8,335.22,335.36
8/19/2020,337.23,339.61,336.62,339.05
8/18/2020,338.64,339.1,336.61,338.34
8/17/2020,337.91,338.34,336.8517,337.94
8/14/2020,336.84,337.42,335.62,336.41
8/13/2020,336.83,338.2514,335.83,336.61
8/12/2020,337.44,338.28,332.8377,335.44
8/11/2020,332.8,337.54,332.01,336.85
8/10/2020,335.57,335.77,332.955,335.06
8/7/2020,334.57,334.88,332.3,333.28
8/6/2020,334.33,334.46,331.13,331.4799
8/5/2020,332.11,332.39,331.18,331.47
8/4/2020,330.06,330.06,327.86,327.86
8/3/2020,328.79,329.62,327.73,328.32
7/31/2020,326.52,326.63,321.33,325.9
7/30/2020,323.96,324.41,319.64,321.9
7/29/2020,325.12,325.73,322.075,322.12
7/28/2020,321.17,323.64,320.85,322.43
7/27/2020,323.22,323.41,320.775,321.63
7/24/2020,320.88,321.99,319.246,320.95
7/23/2020,322.96,327.23,321.48,326.47
7/22/2020,326.86,327.2,324.5,324.62
7/21/2020,325.01,326.93,323.94,326.45
7/20/2020,324.32,325.13,320.62,321.43
7/17/2020,321.72,322.57,319.735,321.88
7/16/2020,320.79,321.28,319.09,319.79
7/15/2020,321.85,323.04,319.265,322.41
7/14/2020,318.92,319.76,312,313.3
7/13/2020,314.84,322.71,314.13,320.13
7/10/2020,317.59,317.88,312.76,314.31
7/9/2020,314.38,317.1,310.68,316.84
7/8/2020,316.18,316.3,312.7,314.61
7/7/2020,313.78,317.52,313.37,315.38
7/6/2020,317.05,317.68,315.56,316.37
7/2/2020,312.23,315.7,311.51,314.24
7/1/2020,310.52,311.89,309.07,309.57
6/30/2020,308.36,310.2,303.82,303.99
6/29/2020,304.46,304.61,298.93,301.41
6/26/2020,300.05,306.39,299.42,306.16
6/25/2020,307.35,307.64,301.28,303.47
6/24/2020,304.09,310.51,302.1,309.84
6/23/2020,312.05,314.5,311.6101,313.49
6/22/2020,310.62,311.05,306.75,307.99
6/19/2020,308.64,314.38,306.53,314.17
6/18/2020,311.78,312.3,309.51,310.005
6/17/2020,311.66,314.39,310.86,314.07
6/16/2020,312.96,315.64,307.67,315.48
6/15/2020,307.05,308.28,296.74,298.02
6/12/2020,304.21,309.08,298.6,308.24
6/11/2020,300.61,312.15,300.01,311.46
6/10/2020,319,322.39,318.2209,321.42
6/9/2020,320.79,323.2849,319.36,320.3
6/8/2020,323.2,323.41,319.63,320.22
6/5/2020,319.34,321.275,317.16,317.23
6/4/2020,311.36,313,309.08,311.11
6/3/2020,312.18,313.22,309.94,310.24
6/2/2020,308.08,308.13,305.1,306.55
6/1/2020,305.55,306.205,303.06,303.62
5/29/2020,304.32,304.96,299.47,302.46
5/28/2020,302.97,306.84,302.24,304.65
5/27/2020,303.53,303.57,296.87,302.12
5/26/2020,299.08,302.19,295.4646,301.93
5/22/2020,295.44,295.63,293.22,294.57
5/21/2020,294.88,297.67,293.6886,296.79
5/20/2020,296.93,297.87,295.57,295.82
5/19/2020,291.97,296.205,291.95,294.35
5/18/2020,295,296.75,292.7,293.05
5/15/2020,286.28,286.33,281.34,282.37
5/14/2020,284.97,285.11,272.99,278.95
5/13/2020,281.6,287.19,278.965,286.06
5/12/2020,286.67,294.24,286.52,293.79
5/11/2020,292.5,294,289.88,290.34
5/8/2020,292.44,292.95,289.86,291.09
5/7/2020,287.68,289.78,287.13,287.75
5/6/2020,284.25,288.46,283.78,288.04
5/5/2020,286.19,289.25,283.7134,286.64
5/4/2020,283.57,283.9,279.13,280.74
5/1/2020,282.79,290.6572,281.52,285.31
4/30/2020,290.48,293.3239,288.59,291.71
4/29/2020,293.21,294.88,290.41,291.53
4/28/2020,285.73,291.4,285.4,291.02
4/27/2020,287.05,288.27,284.62,285.12
4/24/2020,282.97,283.7,278.5,280.73
4/23/2020,279.08,283.94,278.75,280.49
4/22/2020,279.1,281,276.91,278.35
4/21/2020,273.04,278.04,272.02,276.73
4/20/2020,281.59,286.7912,281.35,282.61
4/17/2020,286.64,287.3,282.4,285.38
4/16/2020,279.1,280.03,275.76,279.15
4/15/2020,277.76,283.9407,275.46,277.57
4/14/2020,283.79,284.9,275.5106,280.98
4/13/2020,275.66,277.51,271.41,277.14
4/9/2020,278.2,281.2,275.47,277.58
4/8/2020,274.03,276,265.2542,267.96
4/7/2020,265.13,275.03,264.89,274.21
4/6/2020,264.86,267,248.1698,257.84
4/3/2020,248.19,253.32,245.22,250.76
4/2/2020,251.83,252.68,244.59,245.19
4/1/2020,246.15,257.6591,243.9,247.98
3/31/2020,257.75,263.33,256.22,260.56
3/30/2020,261.65,262.43,253.53,255.7
3/27/2020,253.42,260.81,251.05,253.27
3/26/2020,261.2,262.8,249.05,249.52
3/25/2020,246.79,256.35,239.75,244.87
3/24/2020,243.15,244.1,233.8,234.42
3/23/2020,222.95,229.6833,218.26,228.19
3/20/2020,228.8,244.47,228.5,242.53
3/19/2020,240.51,247.38,232.22,239.25
3/18/2020,240,248.37,228.02,236.25
3/17/2020,252.8,256.17,237.07,245.04
3/16/2020,239.85,256.9,237.36,241.18
3/13/2020,269.32,271.4754,248.5237,263.09
3/12/2020,248.11,266.66,247.68,256
3/11/2020,274.36,281.94,270.88,280.7
3/10/2020,288.42,288.52,273.5,284.64
3/9/2020,274.23,284.19,273.45,275.3
3/6/2020,297.46,298.78,290.23,293.15
3/5/2020,302.46,308.47,300.01,304.98
3/4/2020,312.86,313.1,303.33,306.12
3/3/2020,300.24,313.84,297.57,309.5
3/2/2020,309.09,309.16,294.46,298.21
2/28/2020,296.26,297.892,285.54,288.7
2/27/2020,297.51,311.5637,297.51,305.46
2/26/2020,311.5,318.11,310.7,314.18
2/25/2020,312.65,324.61,311.69,323.94
2/24/2020,322.42,333.5623,321.24,323.14
2/21/2020,333.48,335.81,332.58,335.47
2/20/2020,336.95,338.64,333.6817,337.7423
2/19/2020,338.34,339.08,337.48,337.79
2/18/2020,336.73,337.6677,335.21,336.51
2/14/2020,337.6,337.73,336.2,337.51
2/13/2020,337.06,338.12,335.56,335.8621
2/12/2020,337.42,337.65,336.43,336.83
2/11/2020,335.26,337.02,334.684,336.16
2/10/2020,334.68,334.75,331.19,331.23
2/7/2020,332.2,333.9941,331.6,332.82
2/6/2020,333.98,334.19,332.8,333.91
2/5/2020,332.86,333.09,330.67,332.27
2/4/2020,329.06,330.01,327.72,328.07
2/3/2020,324.12,326.16,323.22,323.35
1/31/2020,321.73,327.17,320.73,327
1/30/2020,327.68,327.91,323.54,324.36
1/29/2020,326.62,328.63,326.4,328.38
1/28/2020,326.89,327.85,323.6038,325.06
1/27/2020,323.5,325.12,322.66,323.03
1/24/2020,328.77,332.53,327.36,332.44
1/23/2020,331.72,332.1682,329.41,330.63
1/22/2020,331.34,332.95,331.17,332.24
1/21/2020,331.3,332.18,330.82,330.9
1/17/2020,331.95,332.18,330.8539,331.7
1/16/2020,330.92,330.92,329.45,329.7
1/15/2020,328.19,329.02,327.26,327.35
1/14/2020,327.45,328.62,326.844,327.47
1/13/2020,327.95,327.96,325.92,326.39
1/10/2020,325.71,327.46,325.2,327.2899
1/9/2020,326.65,326.73,325.52,326.16
1/8/2020,324.45,325.78,322.67,322.94
1/7/2020,322.73,323.54,322.24,323.02
1/6/2020,323.64,323.73,320.36,320.49
1/3/2020,322.41,323.64,321.1,321.16
1/2/2020,324.87,324.89,322.53,323.54
12/31/2019,321.86,322.13,320.15,320.53
12/30/2019,321.08,323.1,320.55,322.95
12/27/2019,322.86,323.8,322.28,323.74
12/26/2019,322.94,322.95,321.64,321.65
12/24/2019,321.23,321.52,320.9,321.47
12/23/2019,321.22,321.65,321.06,321.59
12/20/2019,320.73,321.9742,319.3873,320.46
12/19/2019,320.9,320.98,319.5246,319.8
12/18/2019,319.59,320.25,319.53,320
12/17/2019,319.57,320.25,319.48,319.92
12/16/2019,319.5,320.15,317.2542,319.22
12/13/2019,317.32,318.67,316.02,316.87
12/12/2019,317.13,317.99,314.17,314.43
12/11/2019,314.42,314.7,313.4393,314.03
12/10/2019,313.53,314.55,312.81,313.82
12/9/2019,313.88,315.18,313.8,314.44
12/6/2019,314.87,315.31,314.11,314.12
12/5/2019,312.02,312.25,310.58,312.23
12/4/2019,311.46,312.12,310.32,310.7
12/3/2019,309.55,309.64,307.13,308.65
12/2/2019,311.64,314.66,311.17,314.59
11/29/2019,314.31,315.13,314.06,314.86
11/27/2019,315.48,315.48,314.37,314.61
11/26/2019,314.08,314.28,313.06,313.41
11/25/2019,313.37,313.37,311.98,311.98
11/22/2019,310.96,311.24,309.85,311.09
11/21/2019,310.27,311.01,309.39,310.89
11/20/2019,310.77,311.85,309.06,311.28
11/19/2019,311.93,312.69,311.22,312.68
11/18/2019,312.02,312.28,311.03,311.53
11/15/2019,311.79,311.84,310.26,311.02
11/14/2019,309.55,309.64,308.09,308.79
11/13/2019,309.1,309.54,307.66,307.91
11/12/2019,309,309.99,308.15,308.75
11/11/2019,308.35,308.54,307.27,307.42
11/8/2019,308.94,309.0036,307.03,307.8
11/7/2019,308.18,309.65,307.66,308.57
11/6/2019,307.1,307.4,306.06,307.03
11/5/2019,307.03,307.9195,306.71,307.59
11/4/2019,307.37,308,306.96,307.85
11/1/2019,306.14,306.19,304.74,304.92
10/31/2019,303.33,304.13,301.73,304.13
10/30/2019,304.14,304.55,301.99,303.43
10/29/2019,303.21,304.23,302.86,303
10/28/2019,303.3,303.85,302.91,302.94
10/25/2019,301.6,302.2,299.6806,299.74
10/24/2019,300.37,301.07,299.4601,300.91
10/23/2019,299.88,299.94,298.495,298.73
10/22/2019,299.01,300.9,298.91,300.58
10/21/2019,299.99,300.21,298.935,299.42
10/18/2019,297.97,299.395,296.99,298.69
10/17/2019,299.28,300.24,298.515,299.68
10/16/2019,298.4,299.16,297.92,298.37
10/15/2019,298.88,299.7,296.97,297.1
10/14/2019,295.95,296.67,295.57,295.93
10/11/2019,296.28,298.74,296.1448,296.27
10/10/2019,293.24,294.21,291,291.18
10/9/2019,291.27,292.3,288.6559,290.75
10/8/2019,288.53,291.85,288.49,291.04
10/7/2019,293.08,295.26,292.77,293.47
10/4/2019,294.35,294.63,290.82,291.14
10/3/2019,290.42,290.45,284.82,287.81
10/2/2019,288.06,291.51,286.64,291.5
10/1/2019,293.24,298.455,293,297.74
9/30/2019,296.77,297.55,295.92,295.97
9/27/2019,295.4,297.9465,293.69,297.83
9/26/2019,297,297.86,295.45,297.63
9/25/2019,297.62,298.11,294.33,295.96
9/24/2019,295.87,299.84,294.81,299.41
9/23/2019,298.21,299,297.27,297.55
9/20/2019,298.28,300.67,297.41,300.36
9/19/2019,301.08,302.63,300.7103,301.53
9/18/2019,301.1,301.22,298.24,300.49
9/17/2019,300.92,301.02,299.75,299.94
9/16/2019,300.16,301.1378,299.45,299.84
9/13/2019,301.09,302.17,300.68,301.78
9/12/2019,301.29,302.46,300.41,301.25
9/11/2019,300.25,300.34,297.75,298.47
9/10/2019,298.13,298.2,295.97,297.36
9/9/2019,298.2,299.24,297.16,299.14
9/6/2019,298.05,298.76,297.42,298.17
9/5/2019,297.82,298.83,294.001,296.79
9/4/2019,294.04,294.055,292.31,293.14
9/3/2019,290.74,291.58,289.27,290.57
8/30/2019,292.45,294.2399,291.42,294.22
8/29/2019,292.58,293.16,290.61,291.72
8/28/2019,288.89,289.07,285.25,286.14
8/27/2019,286.87,289.95,286.03,289.54
8/26/2019,288,288,285.58,287.27
8/23/2019,284.85,292.76,283.47,290.92
8/22/2019,292.36,293.93,290.4,293.23
8/21/2019,292.45,292.86,291.72,292.48
8/20/2019,290.09,292.36,289.95,291.77
8/19/2019,292.33,293.08,291.44,292.19
8/16/2019,288.85,289.33,284.7138,286.48
8/15/2019,284.65,285.64,282.39,284.88
8/14/2019,283.9,292.4644,283.76,288.07
8/13/2019,292.55,294.15,287.36,287.74
8/12/2019,288.07,291.6052,287.02,289.96
8/9/2019,291.62,293.24,289.65,292.58
8/8/2019,293.62,293.62,289.01,289.62
8/7/2019,287.97,288.82,282.04,284.4
8/6/2019,287.8,288.04,284.28,285.91
8/5/2019,283.82,288.21,281.72,288.09
8/2/2019,292.62,294.12,290.9,293.85
8/1/2019,294.84,300.87,293.96,297.6
7/31/2019,297.43,301.2,295.2,300.99
7/30/2019,300.72,301.17,299.49,299.91
7/29/2019,301.46,301.93,300.85,301.88
7/26/2019,302.01,302.23,300.62,300.76
7/25/2019,300,301,299.11,300.94
7/24/2019,301.44,301.44,299.09,299.19
7/23/2019,300.03,300.03,298.22,299.14
7/22/2019,297.9,298.5,297.04,297.61
7/19/2019,297.17,300.07,296.96,300.04
7/18/2019,298.83,299.25,296.7,297.19
7/17/2019,297.74,299.93,297.74,299.75
7/16/2019,299.71,300.88,299.44,300.65
7/15/2019,300.75,301.13,300.19,301.13
7/12/2019,300.65,300.73,299.51,299.85
7/11/2019,299.31,299.58,298.2,299.32
7/10/2019,298.61,299.66,297.78,298.37
7/9/2019,297.19,297.52,295.48,295.54
7/8/2019,296.82,298.2579,296.22,297.01
7/5/2019,298.46,298.64,296.01,297.44
7/3/2019,298.8,298.82,297.02,297.18
7/2/2019,296.43,296.49,294.68,295.61
7/1/2019,295.66,296.92,294.33,296.68
6/28/2019,293,293.55,292.01,292.58
6/27/2019,291.5,292.06,290.89,291.31
6/26/2019,290.47,292.31,290.345,291.75
6/25/2019,290.76,293.73,290.64,293.7
6/24/2019,293.64,294.58,293.47,294.23
6/21/2019,294,295.52,293.76,294.13
6/20/2019,295.86,296.3093,293.1255,296.04
6/19/2019,293.06,293.65,291.47,292.55
6/18/2019,292.4,293.57,290.99,291.39
6/17/2019,289.37,290.22,289.18,289.52
6/14/2019,289.26,289.93,288.41,289.26
6/13/2019,289.58,289.98,288.62,289.4
6/12/2019,288.39,289.26,287.815,288.64
6/11/2019,288.9,291.4,288.1805,290.99
6/10/2019,288.97,290.82,288.8734,289.37
6/7/2019,287.65,288.85,285.74,285.93
6/6/2019,284.8,285.55,282.57,283.29
6/5/2019,282.96,282.99,280.32,282.33
6/4/2019,280.53,280.68,276.62,277.12
6/3/2019,274.57,276.5521,273.09,275.31
5/31/2019,275.27,277.12,275.24,276.2
5/30/2019,279.03,280.04,277.805,279.11
5/29/2019,278.27,279.36,276.71,278.91
5/28/2019,280.15,284.15,280.13,283.09
5/24/2019,282.78,284.2,282.09,283.74
5/23/2019,282.14,283.21,280.57,283.16
5/22/2019,285.63,286.69,285.1,285.45
5/21/2019,286.51,286.93,285.55,285.83
5/20/2019,283.95,285.43,283.12,284.06
5/17/2019,285.84,288.6,285.1207,285.14
5/16/2019,287.7,289.21,285.76,285.84
5/15/2019,285.06,285.77,281.36,281.59
5/14/2019,283.4,285.1,281.85,281.99
5/13/2019,280.86,283.49,279.93,282.42
5/10/2019,288.1,288.94,282.3,285.62
